Filename,Category,Valence,Arousal,Dominance
COCO_train2014_000000438055.jpg,"['Confidence', 'Engagement', 'Excitement', 'Happiness']",1,2,2
COCO_train2014_000000377110.jpg,"['Confidence', 'Happiness', 'Peace']",3,3,4
frame_e2f1a6s2780ils40.jpg,['Disconnection'],0,-1,3
COCO_val2014_000000242543.jpg,['Engagement'],2,1,2
COCO_val2014_000000146667.jpg,['Engagement'],2,1,2
COCO_val2014_000000072376.jpg,"['Engagement', 'Excitement']",1,4,4
2dx6iyafrj0xqsbyxz.jpg,"['Affection', 'Esteem', 'Excitement', 'Happiness', 'Peace', 'Pleasure']",2,0,0
COCO_train2014_000000480947.jpg,"['Confidence', 'Pleasure']",3,2,3
frame_hgjcg5y89ooy0gul.jpg,"['Sadness', 'Yearning']",1,-2,-1
COCO_val2014_000000212054.jpg,"['Engagement', 'Happiness', 'Pleasure']",2,1,3
COCO_train2014_000000205131.jpg,['Disconnection'],1,-1,1
COCO_val2014_000000033759.jpg,"['Anticipation', 'Confidence', 'Engagement', 'Excitement']",0,4,4
COCO_train2014_000000106994.jpg,"['Confidence', 'Engagement', 'Excitement']",0,5,4
8w9mab5ujnmma506e1.jpg,['Fatigue'],0,-4,-3
COCO_train2014_000000046473.jpg,['Disconnection'],0,0,-1
COCO_train2014_000000444168.jpg,"['Affection', 'Happiness', 'Pleasure', 'Sympathy']",4,1,2
COCO_train2014_000000045659.jpg,['Happiness'],2,4,4
frame_j9vbydagsea8s830.jpg,"['Engagement', 'Peace']",2,1,1
85e4yd4bqerachtx4a.jpg,"['Disconnection', 'Disquietment', 'Doubt/Confusion']",-1,-1,0
COCO_train2014_000000330100.jpg,"['Affection', 'Aversion', 'Pleasure']",3,2,1
COCO_train2014_000000208945.jpg,['Engagement'],1,2,0
COCO_train2014_000000443005.jpg,"['Confidence', 'Happiness']",1,5,4
COCO_train2014_000000203798.jpg,['Engagement'],2,2,2
COCO_train2014_000000102766.jpg,"['Engagement', 'Excitement', 'Happiness']",3,1,1
COCO_val2014_000000461884.jpg,"['Anticipation', 'Engagement', 'Excitement']",1,5,5
COCO_train2014_000000524027.jpg,"['Anticipation', 'Engagement']",1,2,2
COCO_val2014_000000137395.jpg,"['Confidence', 'Engagement', 'Excitement']",2,2,2
COCO_val2014_000000114055.jpg,"['Anticipation', 'Confidence', 'Engagement']",3,-3,4
COCO_val2014_000000184611.jpg,['Engagement'],1,1,2
COCO_train2014_000000042089.jpg,"['Engagement', 'Pain']",-3,-3,-2
COCO_train2014_000000399630.jpg,"['Confidence', 'Excitement']",3,3,2
COCO_train2014_000000253054.jpg,"['Confidence', 'Engagement']",2,3,3
COCO_val2014_000000194532.jpg,"['Engagement', 'Excitement', 'Happiness']",3,4,5
COCO_train2014_000000483769.jpg,['Happiness'],3,1,4
frame_cmwvbpa676fz8xne.jpg,"['Affection', 'Engagement', 'Happiness']",2,0,2
COCO_train2014_000000508449.jpg,['Disquietment'],3,1,-3
COCO_train2014_000000328676.jpg,"['Excitement', 'Happiness']",1,1,2
COCO_train2014_000000490801.jpg,"['Disquietment', 'Engagement']",0,2,0
COCO_val2014_000000242189.jpg,"['Anticipation', 'Disapproval', 'Disquietment']",1,-1,2
COCO_train2014_000000450761.jpg,['Engagement'],1,1,2
COCO_train2014_000000462065.jpg,"['Anticipation', 'Engagement', 'Pleasure']",1,1,1
COCO_train2014_000000466491.jpg,"['Confidence', 'Fatigue', 'Peace']",0,-3,2
frame_eqqloog40nrqm6m0.jpg,['Engagement'],2,0,3
COCO_val2014_000000142620.jpg,"['Disconnection', 'Happiness']",1,-1,2
COCO_train2014_000000423834.jpg,"['Disquietment', 'Fatigue', 'Sympathy']",1,3,2
COCO_train2014_000000246932.jpg,"['Anticipation', 'Engagement', 'Excitement']",1,2,1
COCO_train2014_000000221748.jpg,"['Anticipation', 'Engagement']",1,5,5
COCO_train2014_000000216987.jpg,"['Excitement', 'Happiness']",3,2,1
frame_74lvswsq4ypb5np5.jpg,['Engagement'],1,0,0
COCO_train2014_000000067117.jpg,"['Anticipation', 'Engagement']",2,2,2
COCO_val2014_000000484893.jpg,['Engagement'],1,0,1
COCO_train2014_000000456800.jpg,"['Anticipation', 'Fatigue', 'Happiness']",0,1,2
COCO_val2014_000000114291.jpg,"['Engagement', 'Excitement']",1,5,4
COCO_train2014_000000525572.jpg,"['Confidence', 'Engagement', 'Happiness']",1,2,2
COCO_train2014_000000095711.jpg,"['Excitement', 'Fear']",0,5,2
frame_1ubbcnyc274khdlu.jpg,['Engagement'],1,2,0
COCO_train2014_000000206801.jpg,['Doubt/Confusion'],-1,2,-1
COCO_val2014_000000140332.jpg,"['Engagement', 'Excitement']",2,1,2
frame_i257k79i9orxw84k.jpg,"['Fear', 'Sadness', 'Suffering']",0,-2,-1
COCO_train2014_000000318175.jpg,"['Engagement', 'Excitement', 'Happiness']",1,0,2
COCO_train2014_000000398367.jpg,"['Annoyance', 'Engagement']",2,3,2
frame_d998hookcg6inu0j.jpg,['Disconnection'],0,-3,4
COCO_train2014_000000211033.jpg,"['Confidence', 'Excitement']",1,4,1
COCO_train2014_000000512298.jpg,"['Engagement', 'Excitement', 'Pleasure']",-1,1,4
COCO_train2014_000000356006.jpg,['Engagement'],1,4,3
COCO_val2014_000000470952.jpg,['Engagement'],2,1,1
COCO_train2014_000000524420.jpg,"['Confidence', 'Engagement']",1,1,2
COCO_train2014_000000513657.jpg,['Engagement'],1,3,3
COCO_val2014_000000143961.jpg,"['Engagement', 'Sympathy']",0,1,1
COCO_train2014_000000455427.jpg,"['Disconnection', 'Engagement']",1,1,4
COCO_train2014_000000490087.jpg,['Happiness'],5,3,5
COCO_train2014_000000410441.jpg,"['Anticipation', 'Aversion', 'Disapproval']",0,2,4
COCO_train2014_000000071005.jpg,"['Confidence', 'Happiness']",3,2,3
COCO_val2014_000000581245.jpg,['Engagement'],2,2,2
COCO_val2014_000000531061.jpg,['Disconnection'],-1,1,-3
COCO_train2014_000000449889.jpg,['Confidence'],0,2,4
COCO_val2014_000000114033.jpg,"['Anticipation', 'Engagement', 'Excitement']",2,1,2
COCO_val2014_000000162189.jpg,"['Anticipation', 'Engagement', 'Excitement']",1,1,2
COCO_val2014_000000501875.jpg,"['Anticipation', 'Confidence', 'Disquietment']",-2,1,2
frame_b4zarwebaimcsflc.jpg,['Engagement'],1,1,1
COCO_val2014_000000177338.jpg,"['Confidence', 'Engagement']",1,5,4
frame_cm2vy65qzvcv2f87.jpg,"['Disconnection', 'Happiness']",0,-3,4
frame_0cs63q843g5bdvq5.jpg,"['Engagement', 'Excitement', 'Pleasure', 'Yearning']",1,4,4
COCO_val2014_000000558294.jpg,"['Confidence', 'Peace']",2,1,2
COCO_train2014_000000078358.jpg,"['Confidence', 'Engagement', 'Esteem', 'Excitement', 'Happiness']",2,3,5
COCO_train2014_000000360475.jpg,"['Confidence', 'Happiness']",1,4,4
frame_kz4qbgr5rna0vfaf.jpg,['Disconnection'],0,-2,1
COCO_val2014_000000483368.jpg,"['Anticipation', 'Confidence', 'Excitement', 'Pleasure']",0,4,3
COCO_train2014_000000183538.jpg,['Doubt/Confusion'],1,-1,1
COCO_train2014_000000183805.jpg,"['Happiness', 'Pleasure']",1,2,1
frame_gdirkxdgr1qxyd90.jpg,"['Happiness', 'Pain']",1,-3,2
frame_j0ra900ct1uwnju0.jpg,['Happiness'],1,1,1
COCO_train2014_000000535971.jpg,"['Confidence', 'Excitement']",2,5,3
frame_jjko64pib60qhjet.jpg,"['Confidence', 'Sadness', 'Suffering']",0,-2,-3
COCO_train2014_000000247126.jpg,"['Confidence', 'Engagement']",0,2,2
COCO_train2014_000000324882.jpg,"['Confidence', 'Excitement']",2,2,2
COCO_val2014_000000265719.jpg,"['Confidence', 'Happiness', 'Pleasure']",3,4,4
COCO_val2014_000000260994.jpg,['Engagement'],1,0,4
COCO_train2014_000000422583.jpg,"['Anticipation', 'Engagement']",2,5,5
COCO_val2014_000000544120.jpg,"['Excitement', 'Happiness']",4,2,5
COCO_train2014_000000476681.jpg,"['Confidence', 'Engagement', 'Happiness', 'Peace']",1,3,2
COCO_val2014_000000196141.jpg,"['Anticipation', 'Confidence', 'Engagement']",1,2,2
COCO_train2014_000000484599.jpg,"['Anticipation', 'Excitement']",1,3,-1
COCO_val2014_000000106206.jpg,"['Engagement', 'Excitement']",1,1,1
COCO_train2014_000000487880.jpg,"['Engagement', 'Excitement']",3,5,5
COCO_train2014_000000381116.jpg,"['Anticipation', 'Engagement']",1,2,3
COCO_val2014_000000243148.jpg,"['Affection', 'Anticipation', 'Engagement', 'Excitement']",2,-1,2
frame_7uf2x5e0uo6d726u.jpg,"['Confidence', 'Engagement', 'Excitement', 'Happiness']",2,-1,2
COCO_train2014_000000090843.jpg,"['Disconnection', 'Engagement']",1,-1,2
COCO_val2014_000000119513.jpg,['Engagement'],1,5,5
frame_lhzdwlyma0yks6ny.jpg,"['Anticipation', 'Disconnection', 'Disquietment']",0,-3,4
52gh9b4qzpgl8clrxy.jpg,"['Happiness', 'Pleasure', 'Yearning']",4,-1,-1
COCO_train2014_000000330177.jpg,"['Anticipation', 'Engagement', 'Excitement']",1,4,4
frame_5jjv1ociqnfwplzr.jpg,"['Engagement', 'Excitement', 'Happiness']",1,2,1
COCO_val2014_000000188417.jpg,"['Engagement', 'Fatigue']",2,1,2
COCO_val2014_000000511066.jpg,"['Disapproval', 'Disconnection', 'Doubt/Confusion']",-1,-2,4
COCO_train2014_000000464812.jpg,"['Confidence', 'Happiness']",1,0,3
COCO_train2014_000000350518.jpg,['Engagement'],1,0,2
frame_5zvm7jv460br8d5g.jpg,"['Disconnection', 'Peace']",1,-2,1
4pkh06u2qu1azmrvsi.jpg,"['Anticipation', 'Engagement', 'Excitement']",1,1,4
frame_5gvj5ho3n2da3rgl.jpg,"['Disquietment', 'Engagement', 'Fatigue']",0,-2,2
COCO_train2014_000000078550.jpg,"['Excitement', 'Pleasure']",1,2,2
frame_f7ug2vo8642m68mc.jpg,['Engagement'],1,1,2
COCO_train2014_000000279710.jpg,"['Anticipation', 'Engagement', 'Excitement']",5,5,5
COCO_train2014_000000056456.jpg,"['Confidence', 'Excitement']",1,4,2
COCO_train2014_000000493626.jpg,"['Confidence', 'Happiness']",2,1,3
COCO_train2014_000000531040.jpg,"['Confidence', 'Engagement', 'Excitement']",1,5,4
COCO_train2014_000000354616.jpg,"['Confidence', 'Excitement']",3,3,4
COCO_train2014_000000552717.jpg,"['Confidence', 'Engagement', 'Excitement', 'Happiness']",1,5,5
8np055tw5fr7i1ycxl.jpg,['Fear'],-1,-3,-3
COCO_train2014_000000104304.jpg,['Engagement'],1,3,2
hh0dlplyw068ttct7q.jpg,"['Aversion', 'Disapproval', 'Surprise']",-2,1,1
frame_78cvnjrqof09ixds.jpg,['Disconnection'],0,-1,1
COCO_train2014_000000549017.jpg,"['Anticipation', 'Confidence', 'Engagement', 'Excitement', 'Happiness']",1,2,2
frame_9i3etcf4ntg4l92r.jpg,['Engagement'],1,1,3
frame_3rckpa29ai79euvo.jpg,['Engagement'],0,1,1
COCO_train2014_000000165546.jpg,"['Anticipation', 'Engagement']",1,4,2
COCO_val2014_000000194704.jpg,"['Esteem', 'Happiness', 'Sympathy']",3,-1,2
COCO_train2014_000000355261.jpg,"['Anticipation', 'Engagement']",1,4,4
COCO_train2014_000000224166.jpg,"['Affection', 'Confidence', 'Esteem', 'Happiness', 'Peace', 'Pleasure', 'Sympathy']",3,3,2
COCO_train2014_000000040987.jpg,['Engagement'],3,5,2
frame_9k6z6dvb9jmczjs0.jpg,['Engagement'],1,1,2
COCO_train2014_000000019754.jpg,['Engagement'],2,5,5
COCO_train2014_000000071677.jpg,"['Confidence', 'Engagement']",1,5,5
frame_asv7f1q2jcb1o1er.jpg,"['Anticipation', 'Engagement', 'Happiness']",3,3,3
COCO_train2014_000000418056.jpg,"['Anticipation', 'Engagement', 'Excitement']",1,1,3
COCO_train2014_000000450902.jpg,['Engagement'],1,3,1
COCO_val2014_000000155007.jpg,"['Anticipation', 'Confidence', 'Engagement', 'Excitement']",1,5,5
frame_lq3hfm2m8jpbx57h.jpg,"['Anticipation', 'Engagement', 'Excitement', 'Happiness']",3,2,2
COCO_train2014_000000371965.jpg,"['Confidence', 'Engagement']",2,1,1
COCO_train2014_000000039682.jpg,"['Excitement', 'Happiness', 'Pleasure']",2,3,2
frame_l3fdvv8w467e6m3z.jpg,"['Anticipation', 'Disconnection']",1,3,2
COCO_train2014_000000241329.jpg,"['Excitement', 'Happiness']",3,2,2
COCO_train2014_000000540206.jpg,['Engagement'],0,1,2
COCO_train2014_000000255614.jpg,['Engagement'],1,2,1
COCO_train2014_000000532342.jpg,['Engagement'],1,1,2
COCO_train2014_000000087105.jpg,['Engagement'],1,1,3
COCO_train2014_000000558054.jpg,['Happiness'],2,-1,2
COCO_train2014_000000566713.jpg,['Engagement'],3,-1,3
COCO_val2014_000000110434.jpg,['Engagement'],0,3,3
COCO_train2014_000000191957.jpg,"['Confidence', 'Engagement', 'Excitement', 'Happiness']",0,0,4
frame_9931k2p1ko1u30qy.jpg,['Disconnection'],0,1,-1
COCO_val2014_000000168491.jpg,['Disconnection'],0,0,0
frame_fhhuvfaehd31hb3c.jpg,['Engagement'],1,0,1
COCO_train2014_000000037401.jpg,"['Anticipation', 'Excitement']",3,3,3
COCO_train2014_000000114421.jpg,"['Esteem', 'Excitement']",2,3,2
frame_evmf9w81a6mz4yf5.jpg,['Engagement'],1,2,1
frame_5y5nxnmlindz6tre.jpg,"['Anticipation', 'Disconnection', 'Doubt/Confusion']",0,0,1
c3ezirejabm4sgyzix.jpg,"['Disquietment', 'Fatigue', 'Sadness', 'Suffering']",-2,-1,-1
COCO_train2014_000000020651.jpg,"['Anticipation', 'Excitement', 'Happiness']",5,2,1
COCO_val2014_000000041279.jpg,['Happiness'],5,3,2
COCO_train2014_000000353223.jpg,"['Anticipation', 'Esteem', 'Excitement', 'Happiness']",0,2,2
COCO_train2014_000000254577.jpg,"['Engagement', 'Peace']",2,2,5
COCO_val2014_000000535106.jpg,"['Disconnection', 'Peace']",0,-3,-3
frame_3xw8740px7b49km0.jpg,"['Engagement', 'Excitement', 'Happiness']",3,2,1
COCO_train2014_000000574870.jpg,"['Anticipation', 'Confidence', 'Engagement', 'Pleasure']",4,2,4
COCO_train2014_000000066347.jpg,"['Anticipation', 'Fear']",0,5,2
COCO_val2014_000000102517.jpg,"['Annoyance', 'Disapproval', 'Disquietment', 'Doubt/Confusion']",-3,0,1
COCO_train2014_000000548418.jpg,"['Anticipation', 'Excitement']",1,2,2
COCO_train2014_000000433715.jpg,['Excitement'],-1,5,0
COCO_train2014_000000119492.jpg,"['Engagement', 'Peace']",2,3,1
COCO_train2014_000000572401.jpg,"['Anticipation', 'Confidence', 'Engagement', 'Happiness']",1,2,2
COCO_val2014_000000219737.jpg,"['Anticipation', 'Engagement', 'Excitement']",0,3,2
frame_77qu28arixwblan1.jpg,['Disconnection'],1,-2,3
COCO_train2014_000000490523.jpg,"['Engagement', 'Excitement', 'Happiness']",2,3,2
COCO_train2014_000000319388.jpg,['Sensitivity'],3,-1,1
COCO_train2014_000000083093.jpg,"['Engagement', 'Excitement', 'Happiness']",3,2,2
2fahoe54zb00wjdivy.jpg,"['Affection', 'Confidence', 'Esteem', 'Happiness', 'Peace', 'Pleasure']",2,1,1
awm6wf1u8hehkvpl9r.jpg,"['Disquietment', 'Doubt/Confusion']",0,-1,1
COCO_train2014_000000455313.jpg,"['Anticipation', 'Engagement']",2,1,1
COCO_train2014_000000446783.jpg,"['Anticipation', 'Engagement', 'Excitement']",1,4,4
COCO_val2014_000000252813.jpg,"['Anticipation', 'Engagement', 'Excitement', 'Happiness']",2,1,2
frame_c0y7h2jlacet6hs0.jpg,"['Anticipation', 'Engagement', 'Happiness']",0,1,1
COCO_val2014_000000167854.jpg,['Happiness'],3,2,3
0jwnk2qsc56mxys2ic.jpg,"['Engagement', 'Happiness', 'Pleasure']",5,1,1
COCO_train2014_000000105055.jpg,"['Anticipation', 'Pleasure']",1,2,2
COCO_train2014_000000488261.jpg,"['Anticipation', 'Engagement', 'Excitement']",0,4,5
COCO_train2014_000000457257.jpg,"['Anticipation', 'Confidence', 'Engagement', 'Excitement', 'Peace']",2,2,5
COCO_train2014_000000419294.jpg,['Engagement'],3,1,2
COCO_train2014_000000227250.jpg,"['Confidence', 'Excitement']",2,4,4
COCO_val2014_000000573209.jpg,"['Anticipation', 'Engagement']",0,3,3
COCO_train2014_000000309873.jpg,"['Disconnection', 'Engagement']",2,0,2
COCO_train2014_000000428046.jpg,['Happiness'],1,2,2
COCO_val2014_000000243955.jpg,['Engagement'],1,4,1
COCO_val2014_000000046941.jpg,"['Confidence', 'Engagement', 'Excitement', 'Happiness', 'Peace', 'Surprise']",1,2,4
COCO_train2014_000000551438.jpg,"['Confidence', 'Engagement', 'Excitement']",1,2,2
COCO_train2014_000000351451.jpg,['Excitement'],1,2,2
COCO_val2014_000000526570.jpg,['Engagement'],1,2,4
frame_etqwag7wo6zkp2by.jpg,['Engagement'],0,3,2
frame_jhxqevpgrem3bzln.jpg,"['Anticipation', 'Excitement', 'Happiness']",2,3,3
COCO_train2014_000000188143.jpg,"['Engagement', 'Excitement']",0,5,-1
COCO_train2014_000000358486.jpg,"['Excitement', 'Happiness']",1,2,2
COCO_train2014_000000141586.jpg,"['Engagement', 'Excitement']",-1,4,-1
COCO_train2014_000000134606.jpg,"['Anticipation', 'Confidence', 'Engagement']",2,0,1
COCO_val2014_000000498032.jpg,"['Confidence', 'Esteem']",1,1,2
COCO_train2014_000000139878.jpg,"['Anticipation', 'Confidence', 'Engagement']",1,2,1
COCO_train2014_000000577953.jpg,"['Confidence', 'Engagement']",1,5,3
sun_aceocnkokyefmewi.jpg,"['Anticipation', 'Engagement', 'Excitement', 'Surprise']",1,0,1
COCO_train2014_000000101070.jpg,"['Confidence', 'Engagement', 'Excitement']",3,3,2
COCO_val2014_000000015469.jpg,"['Confidence', 'Engagement', 'Fatigue']",1,0,3
4dvzh6e97rzw27kig1.jpg,"['Confidence', 'Engagement', 'Esteem', 'Happiness']",3,2,3
COCO_train2014_000000491053.jpg,['Confidence'],2,5,4
fa5r3o08nkixvkvo74.jpg,"['Anger', 'Annoyance', 'Disquietment', 'Fear']",-3,5,5
sun_baoplqapkfcogulx.jpg,"['Anticipation', 'Engagement', 'Excitement']",1,1,3
frame_6jfg5mb0ikccsz55.jpg,['Confidence'],2,-1,2
6vd6w47myjp3fuod1j.jpg,"['Fatigue', 'Pain']",0,-2,0
COCO_val2014_000000502163.jpg,"['Anticipation', 'Engagement', 'Excitement']",1,4,3
COCO_val2014_000000153931.jpg,"['Disconnection', 'Peace']",-1,-2,1
COCO_train2014_000000244334.jpg,['Anticipation'],2,3,1
COCO_train2014_000000285132.jpg,"['Confidence', 'Esteem']",1,0,3
COCO_val2014_000000552945.jpg,"['Anticipation', 'Confidence', 'Engagement', 'Esteem', 'Excitement']",2,1,2
frame_5xbpuurgr32c2i0m.jpg,"['Anticipation', 'Doubt/Confusion', 'Happiness']",0,1,1
