Filename,Category,Valence,Arousal,Dominance
COCO_val2014_000000182785.jpg,['Engagement'],2,4,2
gs84txnh5el02zkbp9.jpg,"['Anger', 'Aversion', 'Disapproval']",-2,2,1
COCO_train2014_000000408190.jpg,['Anticipation'],3,3,2
frame_aztc78d4kjclxv9e.jpg,"['Anticipation', 'Engagement', 'Happiness']",1,1,1
frame_7nseu023ccmqaj3p.jpg,"['Affection', 'Happiness', 'Peace']",1,-1,-2
COCO_train2014_000000432683.jpg,['Confidence'],0,2,3
COCO_train2014_000000233526.jpg,['Yearning'],3,3,2
COCO_train2014_000000137029.jpg,['Excitement'],2,4,2
COCO_train2014_000000274108.jpg,['Sensitivity'],1,-3,0
COCO_train2014_000000149755.jpg,"['Happiness', 'Peace']",-1,1,-1
COCO_train2014_000000159225.jpg,['Yearning'],1,1,1
COCO_train2014_000000298949.jpg,"['Anticipation', 'Engagement']",0,3,3
frame_j44zhny87dief9zp.jpg,['Happiness'],0,-2,-1
frame_kpokdxsxymvz4qk3.jpg,['Engagement'],0,4,-1
COCO_train2014_000000524651.jpg,['Happiness'],3,2,2
frame_08cmg83x4uc6vay4.jpg,['Engagement'],0,-2,-2
frame_3jwi6nrvfphi4lp6.jpg,['Engagement'],3,-3,2
COCO_train2014_000000053608.jpg,['Engagement'],2,2,3
COCO_train2014_000000274642.jpg,['Sensitivity'],5,1,3
frame_hzo04gqf487tm689.jpg,['Engagement'],3,-2,-1
COCO_val2014_000000482172.jpg,"['Confidence', 'Excitement']",1,2,2
COCO_val2014_000000576031.jpg,"['Anticipation', 'Engagement']",1,5,3
COCO_train2014_000000014103.jpg,"['Excitement', 'Happiness', 'Pleasure']",2,3,3
frame_8bcjgl84a80cguy5.jpg,"['Anticipation', 'Doubt/Confusion', 'Engagement']",0,0,1
frame_bwnq9ntic9dpamg2.jpg,['Engagement'],1,1,2
78tk87458zwsmxaoi7.jpg,"['Disquietment', 'Doubt/Confusion', 'Fatigue', 'Sensitivity', 'Suffering']",-2,-1,-2
frame_6290od7o4jvss70n.jpg,"['Anticipation', 'Doubt/Confusion', 'Engagement']",0,1,0
COCO_train2014_000000498702.jpg,"['Confidence', 'Engagement', 'Esteem', 'Excitement', 'Pleasure']",2,3,3
COCO_train2014_000000261879.jpg,['Engagement'],2,-1,2
COCO_train2014_000000167028.jpg,"['Doubt/Confusion', 'Engagement']",-1,-1,0
frame_gq8umfw35sg36nlq.jpg,"['Affection', 'Confidence', 'Engagement']",-1,-1,4
h705hnfsvdwf6mh2xw.jpg,"['Anger', 'Annoyance', 'Aversion', 'Engagement']",-2,2,-1
COCO_train2014_000000282027.jpg,['Anticipation'],0,2,2
COCO_train2014_000000396793.jpg,['Anticipation'],1,1,2
frame_88u3mzsacaic5583.jpg,['Engagement'],1,1,1
COCO_train2014_000000252375.jpg,"['Anticipation', 'Engagement']",0,2,2
frame_hdepjixs67t3l4zo.jpg,"['Excitement', 'Happiness']",3,1,1
COCO_train2014_000000483078.jpg,"['Anticipation', 'Confidence', 'Excitement']",1,2,0
COCO_val2014_000000110392.jpg,['Engagement'],2,2,4
COCO_train2014_000000509626.jpg,"['Confidence', 'Engagement', 'Excitement']",-3,0,-1
ab3l4riuiqrc4ivkqk.jpg,"['Disconnection', 'Peace']",-2,0,1
4le1bbiky5djx0iuln.jpg,"['Confidence', 'Esteem', 'Happiness']",1,1,3
COCO_train2014_000000102225.jpg,"['Confidence', 'Engagement']",0,4,2
COCO_train2014_000000533291.jpg,"['Confidence', 'Engagement', 'Excitement']",0,4,-2
frame_482f0lsguoiv0sk6.jpg,['Excitement'],0,1,1
COCO_train2014_000000377160.jpg,['Happiness'],3,1,2
COCO_val2014_000000510791.jpg,"['Anticipation', 'Confidence', 'Esteem']",2,0,4
COCO_train2014_000000252801.jpg,['Anticipation'],1,1,2
COCO_val2014_000000108758.jpg,['Confidence'],2,0,2
COCO_train2014_000000107072.jpg,['Anticipation'],2,1,1
frame_ddghjgrf7k9jei5j.jpg,['Engagement'],0,-3,4
frame_7qztqnocqk4d67lc.jpg,"['Anticipation', 'Confidence', 'Happiness']",4,5,5
frame_hkvjon62ft6acgnx.jpg,"['Anticipation', 'Confidence', 'Engagement']",0,1,1
COCO_val2014_000000571264.jpg,"['Engagement', 'Peace']",1,-1,2
COCO_train2014_000000565387.jpg,"['Engagement', 'Fear']",1,-1,1
COCO_train2014_000000385280.jpg,['Anticipation'],2,2,2
COCO_train2014_000000331832.jpg,"['Engagement', 'Peace']",1,3,4
frame_6x5lpc7dh3yvrnc3.jpg,"['Confidence', 'Engagement', 'Excitement', 'Yearning']",3,-1,2
frame_jsnriwfd0ffphs5g.jpg,"['Affection', 'Happiness', 'Pleasure']",-1,-2,-1
frame_63mtckpdjfc0y9q8.jpg,"['Anticipation', 'Engagement']",2,2,1
COCO_val2014_000000202476.jpg,"['Anticipation', 'Confidence', 'Engagement']",0,3,2
COCO_train2014_000000269588.jpg,"['Anticipation', 'Yearning']",1,2,1
frame_98zn80gxar4u0kzg.jpg,"['Annoyance', 'Disapproval', 'Engagement']",0,-1,0
COCO_train2014_000000106596.jpg,['Confidence'],1,2,2
COCO_train2014_000000385744.jpg,['Yearning'],0,-1,2
COCO_train2014_000000147012.jpg,['Engagement'],2,2,2
COCO_train2014_000000334220.jpg,['Pleasure'],1,2,2
COCO_train2014_000000167397.jpg,"['Engagement', 'Excitement', 'Happiness']",2,2,2
COCO_train2014_000000221625.jpg,"['Anticipation', 'Engagement']",2,2,2
frame_0v2clxpnah9oj514.jpg,['Engagement'],0,-3,3
COCO_val2014_000000160480.jpg,['Engagement'],1,0,4
COCO_train2014_000000560391.jpg,"['Disconnection', 'Engagement']",-2,-1,1
COCO_train2014_000000028642.jpg,['Engagement'],-1,-1,-2
COCO_val2014_000000178283.jpg,"['Anticipation', 'Engagement', 'Excitement']",0,0,0
frame_1cnsgmoppetoruv9.jpg,"['Affection', 'Excitement', 'Happiness', 'Pleasure']",0,-3,3
COCO_train2014_000000336858.jpg,['Engagement'],1,5,5
frame_hqxrmmcc6c2zqzr4.jpg,"['Excitement', 'Happiness']",2,-1,1
COCO_train2014_000000431405.jpg,"['Anticipation', 'Confidence', 'Engagement']",1,4,4
frame_ek3zcwpt9ed6j6gm.jpg,"['Affection', 'Happiness', 'Pleasure']",2,-3,4
COCO_train2014_000000091159.jpg,"['Annoyance', 'Anticipation', 'Fatigue']",1,-1,2
COCO_train2014_000000361895.jpg,"['Anticipation', 'Happiness']",1,3,2
frame_4b7yta6mg9sm2x6n.jpg,['Excitement'],3,3,2
COCO_train2014_000000389772.jpg,"['Confidence', 'Excitement', 'Happiness']",3,3,4
COCO_train2014_000000025461.jpg,['Engagement'],0,0,0
COCO_train2014_000000024571.jpg,"['Confidence', 'Engagement', 'Excitement']",1,3,2
frame_fvot32utqi78m926.jpg,['Disconnection'],0,-2,-2
COCO_train2014_000000254011.jpg,['Anticipation'],1,3,1
COCO_val2014_000000563349.jpg,"['Anticipation', 'Engagement']",2,0,5
COCO_train2014_000000213135.jpg,"['Engagement', 'Excitement']",3,3,2
COCO_train2014_000000256276.jpg,['Engagement'],4,-3,2
frame_6npxf90s9ozbfo99.jpg,"['Disconnection', 'Peace']",2,-2,3
frame_gfeivpuiazkxf29e.jpg,"['Happiness', 'Surprise']",1,-1,4
frame_jbtqq5ahai9ylby3.jpg,['Anger'],-2,2,4
COCO_train2014_000000394058.jpg,"['Confidence', 'Excitement', 'Happiness']",1,-1,2
COCO_train2014_000000006692.jpg,['Happiness'],2,2,2
COCO_train2014_000000288223.jpg,"['Anticipation', 'Engagement']",1,5,2
COCO_train2014_000000360548.jpg,['Happiness'],4,-3,3
COCO_val2014_000000047801.jpg,"['Anticipation', 'Confidence', 'Peace', 'Pleasure']",3,0,4
COCO_train2014_000000002842.jpg,"['Confidence', 'Esteem']",-1,2,0
COCO_train2014_000000199865.jpg,"['Confidence', 'Engagement', 'Excitement']",1,-1,1
frame_2m658fp3xgkeqkug.jpg,"['Happiness', 'Pleasure']",0,-3,2
COCO_train2014_000000441828.jpg,"['Confidence', 'Engagement', 'Excitement']",0,2,2
03tzxn73art6yidfhe.jpg,"['Anticipation', 'Engagement', 'Pleasure']",1,-1,1
COCO_train2014_000000087604.jpg,"['Confidence', 'Engagement', 'Excitement']",1,5,2
COCO_train2014_000000042312.jpg,['Engagement'],2,2,2
COCO_train2014_000000156763.jpg,"['Confidence', 'Engagement', 'Excitement', 'Pleasure']",1,3,1
sun_ajjqvlkgojhqxjal.jpg,['Engagement'],0,-2,1
COCO_train2014_000000162177.jpg,['Pleasure'],2,0,1
COCO_val2014_000000509403.jpg,"['Anticipation', 'Esteem', 'Excitement']",1,4,4
COCO_train2014_000000367519.jpg,"['Confidence', 'Excitement']",3,-3,3
COCO_train2014_000000202906.jpg,['Disconnection'],3,-1,2
frame_c9ctv7ctm2dnic4v.jpg,"['Engagement', 'Esteem']",0,1,1
COCO_train2014_000000230061.jpg,['Engagement'],0,1,1
COCO_train2014_000000163435.jpg,"['Confidence', 'Engagement', 'Excitement', 'Happiness']",1,1,1
frame_k43u0wqy98p0ihaw.jpg,['Happiness'],1,-2,-2
frame_8add2r7r1w3oj417.jpg,['Disconnection'],1,-1,2
COCO_train2014_000000030299.jpg,['Engagement'],1,3,2
COCO_train2014_000000181929.jpg,"['Confidence', 'Engagement']",2,2,2
COCO_train2014_000000071223.jpg,"['Confidence', 'Engagement']",-1,3,2
COCO_train2014_000000248403.jpg,['Happiness'],0,-1,2
COCO_train2014_000000360271.jpg,['Sadness'],1,2,2
COCO_train2014_000000470053.jpg,"['Confidence', 'Engagement', 'Excitement']",2,4,3
9jhdi4c8zh2fruuuz8.jpg,"['Anticipation', 'Doubt/Confusion', 'Engagement']",0,-1,-1
COCO_train2014_000000055516.jpg,"['Confidence', 'Excitement']",2,4,3
COCO_train2014_000000219935.jpg,"['Disconnection', 'Engagement']",-2,-2,-2
COCO_train2014_000000319521.jpg,['Excitement'],1,0,2
frame_4pnnwfq2nvd0l7sk.jpg,['Engagement'],1,-1,2
COCO_train2014_000000347263.jpg,['Anticipation'],1,2,3
COCO_train2014_000000129510.jpg,['Anticipation'],1,1,0
COCO_val2014_000000505818.jpg,['Disconnection'],0,-3,0
COCO_train2014_000000512854.jpg,"['Happiness', 'Pleasure']",3,-3,5
COCO_train2014_000000415551.jpg,"['Anticipation', 'Engagement']",1,-1,2
edknfl4d7l58nt06sm.jpg,"['Annoyance', 'Aversion', 'Fatigue', 'Suffering']",-3,2,-3
COCO_train2014_000000178411.jpg,['Engagement'],4,5,4
frame_a7xhjxzcp8nhw69p.jpg,['Engagement'],0,-2,-2
COCO_val2014_000000222681.jpg,"['Anticipation', 'Engagement', 'Esteem']",2,2,2
COCO_val2014_000000485090.jpg,"['Anticipation', 'Engagement', 'Excitement', 'Pleasure']",0,0,3
frame_fq5auwuqb7gh7kn6.jpg,['Happiness'],3,2,2
COCO_val2014_000000097924.jpg,"['Anticipation', 'Disquietment', 'Engagement']",2,3,2
COCO_train2014_000000074345.jpg,"['Confidence', 'Engagement', 'Excitement']",2,5,3
COCO_train2014_000000439678.jpg,['Happiness'],1,-2,2
COCO_val2014_000000468993.jpg,"['Disconnection', 'Engagement', 'Fatigue']",0,1,2
COCO_train2014_000000246280.jpg,"['Anticipation', 'Engagement']",0,3,2
COCO_train2014_000000298031.jpg,['Suffering'],2,-1,2
COCO_val2014_000000148911.jpg,"['Anticipation', 'Engagement', 'Excitement', 'Happiness']",2,4,4
COCO_train2014_000000169863.jpg,"['Anticipation', 'Yearning']",-1,1,5
COCO_train2014_000000426839.jpg,"['Anticipation', 'Engagement', 'Esteem']",1,-1,2
COCO_train2014_000000567082.jpg,['Engagement'],0,-1,2
COCO_train2014_000000147568.jpg,['Engagement'],-1,2,1
frame_3oyfqqmeecsjb728.jpg,"['Engagement', 'Happiness', 'Pleasure']",1,-1,-2
COCO_val2014_000000075783.jpg,"['Confidence', 'Excitement']",2,5,4
COCO_train2014_000000458057.jpg,"['Esteem', 'Peace', 'Sympathy']",1,1,2
frame_gko26fo2wzz06i1r.jpg,['Engagement'],0,1,2
COCO_val2014_000000552247.jpg,"['Affection', 'Excitement', 'Happiness', 'Pleasure', 'Sympathy']",3,0,2
COCO_val2014_000000221521.jpg,['Engagement'],0,-4,-4
COCO_train2014_000000457168.jpg,['Engagement'],1,-2,3
COCO_train2014_000000271906.jpg,['Anticipation'],1,5,4
COCO_train2014_000000552985.jpg,"['Confidence', 'Excitement', 'Happiness']",3,1,3
COCO_train2014_000000186246.jpg,['Engagement'],1,2,3
COCO_train2014_000000481931.jpg,['Engagement'],2,-1,1
frame_8z9jb1ci5zo2x7tt.jpg,['Engagement'],1,1,2
COCO_train2014_000000412720.jpg,['Engagement'],1,0,4
6h85d8d0rrvntefpkq.jpg,"['Disapproval', 'Sadness']",-2,1,-1
007eear5kx5qhbzewz.jpg,"['Affection', 'Happiness', 'Pleasure']",3,-1,5
COCO_val2014_000000553443.jpg,['Peace'],0,1,4
frame_dmt5sh6c2mlvoqp0.jpg,"['Anticipation', 'Engagement', 'Happiness']",3,1,2
COCO_train2014_000000510594.jpg,['Annoyance'],1,2,1
COCO_train2014_000000544819.jpg,"['Anticipation', 'Engagement']",1,2,1
COCO_train2014_000000509419.jpg,['Engagement'],1,-1,0
COCO_val2014_000000581328.jpg,['Engagement'],2,2,2
COCO_train2014_000000438055.jpg,"['Confidence', 'Engagement', 'Excitement', 'Happiness']",1,2,2
COCO_train2014_000000377110.jpg,"['Confidence', 'Happiness', 'Peace']",3,3,4
COCO_train2014_000000466845.jpg,['Engagement'],0,-2,0
COCO_train2014_000000259467.jpg,['Anticipation'],4,3,1
frame_isu79b1cwubdfhmg.jpg,['Engagement'],1,-1,-3
frame_e2f1a6s2780ils40.jpg,['Disconnection'],0,-1,3
COCO_val2014_000000242543.jpg,['Engagement'],2,1,2
COCO_val2014_000000146667.jpg,['Engagement'],2,1,2
frame_5mtdu6yxgkltk8nc.jpg,['Engagement'],1,-2,1
COCO_train2014_000000043264.jpg,"['Affection', 'Confidence', 'Engagement', 'Happiness', 'Pleasure']",0,-1,-1
COCO_val2014_000000203466.jpg,"['Anticipation', 'Confidence', 'Engagement']",1,-1,2
COCO_train2014_000000137832.jpg,"['Engagement', 'Excitement']",-1,2,-1
2wd2hxmqz5sbgy2ypo.jpg,"['Affection', 'Happiness', 'Pleasure', 'Sensitivity', 'Sympathy']",2,0,-2
COCO_val2014_000000072376.jpg,"['Engagement', 'Excitement']",1,4,4
2dx6iyafrj0xqsbyxz.jpg,"['Affection', 'Esteem', 'Excitement', 'Happiness', 'Peace', 'Pleasure']",2,0,0
COCO_train2014_000000480947.jpg,"['Confidence', 'Pleasure']",3,2,3
frame_hgjcg5y89ooy0gul.jpg,"['Sadness', 'Yearning']",1,-2,-1
COCO_val2014_000000212054.jpg,"['Engagement', 'Happiness', 'Pleasure']",2,1,3
COCO_train2014_000000383452.jpg,['Yearning'],-1,1,2
frame_hl32tqfwoavgpc0f.jpg,"['Happiness', 'Surprise']",1,-2,-3
frame_aikchmxpza1lzk85.jpg,['Engagement'],1,1,0
frame_i9i87bp5glxa4qgv.jpg,"['Excitement', 'Happiness']",1,-2,-1
frame_dfne06yl7tjnzbdt.jpg,"['Affection', 'Anticipation', 'Engagement', 'Happiness']",0,-3,4
COCO_train2014_000000205131.jpg,['Disconnection'],1,-1,1
frame_7diuhdr9mxx153xs.jpg,['Engagement'],0,-2,4
COCO_val2014_000000033759.jpg,"['Anticipation', 'Confidence', 'Engagement', 'Excitement']",0,4,4
COCO_train2014_000000106994.jpg,"['Confidence', 'Engagement', 'Excitement']",0,5,4
8w9mab5ujnmma506e1.jpg,['Fatigue'],0,-4,-3
COCO_train2014_000000046473.jpg,['Disconnection'],0,0,-1
COCO_train2014_000000444168.jpg,"['Affection', 'Happiness', 'Pleasure', 'Sympathy']",4,1,2
COCO_train2014_000000045659.jpg,['Happiness'],2,4,4
frame_j9vbydagsea8s830.jpg,"['Engagement', 'Peace']",2,1,1
COCO_train2014_000000109095.jpg,['Engagement'],1,-1,1
frame_dqx3pak8cayina6c.jpg,['Engagement'],0,-3,4
85e4yd4bqerachtx4a.jpg,"['Disconnection', 'Disquietment', 'Doubt/Confusion']",-1,-1,0
COCO_train2014_000000330100.jpg,"['Affection', 'Aversion', 'Pleasure']",3,2,1
frame_belw7xz1lwepxcyq.jpg,['Sympathy'],0,-1,-1
COCO_train2014_000000208945.jpg,['Engagement'],1,2,0
COCO_val2014_000000477805.jpg,['Engagement'],0,-1,2
COCO_train2014_000000419767.jpg,"['Anticipation', 'Engagement', 'Esteem']",1,-1,2
COCO_train2014_000000443005.jpg,"['Confidence', 'Happiness']",1,5,4
COCO_train2014_000000235545.jpg,"['Anticipation', 'Confidence']",1,-1,2
COCO_train2014_000000215334.jpg,"['Confidence', 'Engagement']",3,-1,1
COCO_train2014_000000203798.jpg,['Engagement'],2,2,2
COCO_train2014_000000102766.jpg,"['Engagement', 'Excitement', 'Happiness']",3,1,1
COCO_train2014_000000305687.jpg,['Anticipation'],3,3,2
COCO_val2014_000000202799.jpg,"['Anticipation', 'Engagement', 'Excitement']",2,-3,3
frame_agwju3cp0bxlvxbo.jpg,['Engagement'],2,-3,4
COCO_val2014_000000461884.jpg,"['Anticipation', 'Engagement', 'Excitement']",1,5,5
COCO_val2014_000000203669.jpg,"['Anticipation', 'Engagement']",1,-2,4
COCO_train2014_000000526729.jpg,"['Confidence', 'Engagement']",1,5,2
COCO_train2014_000000524027.jpg,"['Anticipation', 'Engagement']",1,2,2
COCO_train2014_000000392055.jpg,['Yearning'],1,-1,3
frame_3y7ongmmed2hmgec.jpg,['Engagement'],0,2,-2
frame_d3mgf5t00jbvpkm3.jpg,['Engagement'],0,-2,4
COCO_val2014_000000137395.jpg,"['Confidence', 'Engagement', 'Excitement']",2,2,2
COCO_train2014_000000233143.jpg,['Sensitivity'],1,-1,2
COCO_val2014_000000114055.jpg,"['Anticipation', 'Confidence', 'Engagement']",3,-3,4
COCO_train2014_000000117764.jpg,"['Anticipation', 'Sensitivity']",1,-1,1
COCO_val2014_000000184611.jpg,['Engagement'],1,1,2
COCO_train2014_000000042089.jpg,"['Engagement', 'Pain']",-3,-3,-2
COCO_train2014_000000145462.jpg,"['Confidence', 'Excitement']",3,-1,1
COCO_train2014_000000399630.jpg,"['Confidence', 'Excitement']",3,3,2
COCO_train2014_000000217224.jpg,['Esteem'],-2,-2,-2
COCO_train2014_000000253054.jpg,"['Confidence', 'Engagement']",2,3,3
COCO_val2014_000000194532.jpg,"['Engagement', 'Excitement', 'Happiness']",3,4,5
COCO_train2014_000000417446.jpg,['Sensitivity'],3,3,2
COCO_val2014_000000154816.jpg,['Engagement'],0,2,1
COCO_train2014_000000483769.jpg,['Happiness'],3,1,4
frame_cmwvbpa676fz8xne.jpg,"['Affection', 'Engagement', 'Happiness']",2,0,2
COCO_train2014_000000508449.jpg,['Disquietment'],3,1,-3
COCO_train2014_000000328676.jpg,"['Excitement', 'Happiness']",1,1,2
COCO_train2014_000000386783.jpg,['Anticipation'],4,4,3
COCO_train2014_000000490801.jpg,"['Disquietment', 'Engagement']",0,2,0
COCO_train2014_000000475932.jpg,['Anticipation'],2,2,1
frame_egot35ej6dqtyuvz.jpg,['Happiness'],1,-1,1
COCO_train2014_000000563617.jpg,"['Confidence', 'Pleasure']",1,-1,2
frame_3s4re47ibjv2yfmm.jpg,"['Happiness', 'Pleasure']",1,-1,1
COCO_val2014_000000242189.jpg,"['Anticipation', 'Disapproval', 'Disquietment']",1,-1,2
COCO_train2014_000000450761.jpg,['Engagement'],1,1,2
COCO_train2014_000000462065.jpg,"['Anticipation', 'Engagement', 'Pleasure']",1,1,1
COCO_train2014_000000258853.jpg,['Yearning'],2,0,1
COCO_val2014_000000527733.jpg,"['Engagement', 'Excitement', 'Happiness']",1,0,1
COCO_train2014_000000572215.jpg,['Engagement'],0,-1,0
frame_973aedrh13i729ej.jpg,"['Doubt/Confusion', 'Engagement']",-3,2,-4
frame_4tdwa014fryeivdi.jpg,"['Engagement', 'Pleasure']",2,-1,-2
COCO_train2014_000000091642.jpg,"['Excitement', 'Happiness']",3,-1,2
COCO_train2014_000000469667.jpg,['Surprise'],-1,1,1
COCO_val2014_000000568765.jpg,"['Confidence', 'Engagement', 'Peace']",0,0,4
frame_0aq5syw399y8i84x.jpg,['Engagement'],0,-3,3
COCO_train2014_000000466491.jpg,"['Confidence', 'Fatigue', 'Peace']",0,-3,2
frame_eqqloog40nrqm6m0.jpg,['Engagement'],2,0,3
COCO_val2014_000000142620.jpg,"['Disconnection', 'Happiness']",1,-1,2
COCO_train2014_000000423834.jpg,"['Disquietment', 'Fatigue', 'Sympathy']",1,3,2
COCO_train2014_000000122802.jpg,"['Anticipation', 'Engagement']",3,-1,0
COCO_train2014_000000301200.jpg,['Anticipation'],0,-1,2
frame_9pwj5e0e3540mhk2.jpg,"['Affection', 'Fatigue']",-2,-4,-4
COCO_train2014_000000246932.jpg,"['Anticipation', 'Engagement', 'Excitement']",1,2,1
gfyoe3zypsw0svkvot.jpg,"['Anger', 'Annoyance', 'Disapproval']",-3,-2,-1
COCO_train2014_000000221748.jpg,"['Anticipation', 'Engagement']",1,5,5
COCO_train2014_000000216987.jpg,"['Excitement', 'Happiness']",3,2,1
COCO_train2014_000000103166.jpg,"['Excitement', 'Happiness']",3,-1,2
frame_apuu489hshsoqtl6.jpg,"['Embarrassment', 'Engagement', 'Suffering']",0,1,0
frame_31c0xtwggyhcb6gm.jpg,"['Anticipation', 'Confidence', 'Engagement']",2,5,4
COCO_train2014_000000139429.jpg,"['Happiness', 'Peace']",2,-1,1
COCO_train2014_000000258094.jpg,['Yearning'],1,-1,2
frame_74lvswsq4ypb5np5.jpg,['Engagement'],1,0,0
COCO_train2014_000000067117.jpg,"['Anticipation', 'Engagement']",2,2,2
frame_5hqdsljyhnp6xwbc.jpg,['Engagement'],1,-2,1
COCO_val2014_000000484893.jpg,['Engagement'],1,0,1
COCO_train2014_000000456800.jpg,"['Anticipation', 'Fatigue', 'Happiness']",0,1,2
COCO_train2014_000000050597.jpg,['Peace'],0,-2,-3
COCO_train2014_000000177658.jpg,['Engagement'],1,-1,1
COCO_val2014_000000114291.jpg,"['Engagement', 'Excitement']",1,5,4
frame_jfnoq3czeeii2exs.jpg,"['Anticipation', 'Engagement']",1,0,1
COCO_train2014_000000525572.jpg,"['Confidence', 'Engagement', 'Happiness']",1,2,2
COCO_train2014_000000095711.jpg,"['Excitement', 'Fear']",0,5,2
frame_1ubbcnyc274khdlu.jpg,['Engagement'],1,2,0
COCO_train2014_000000206801.jpg,['Doubt/Confusion'],-1,2,-1
COCO_val2014_000000140332.jpg,"['Engagement', 'Excitement']",2,1,2
frame_i1gbq80jq8yd2tjk.jpg,['Engagement'],2,-2,-3
frame_i257k79i9orxw84k.jpg,"['Fear', 'Sadness', 'Suffering']",0,-2,-1
COCO_train2014_000000189810.jpg,"['Happiness', 'Pleasure']",2,0,1
COCO_train2014_000000318175.jpg,"['Engagement', 'Excitement', 'Happiness']",1,0,2
frame_kuq0kdzyl2m9b7eo.jpg,"['Confidence', 'Excitement', 'Happiness']",2,-2,3
COCO_train2014_000000398367.jpg,"['Annoyance', 'Engagement']",2,3,2
frame_d998hookcg6inu0j.jpg,['Disconnection'],0,-3,4
COCO_train2014_000000333684.jpg,['Yearning'],2,1,2
COCO_train2014_000000031590.jpg,['Sympathy'],2,0,-1
COCO_train2014_000000211033.jpg,"['Confidence', 'Excitement']",1,4,1
COCO_val2014_000000543025.jpg,['Engagement'],1,-1,1
COCO_train2014_000000512298.jpg,"['Engagement', 'Excitement', 'Pleasure']",-1,1,4
COCO_train2014_000000356006.jpg,['Engagement'],1,4,3
COCO_train2014_000000473373.jpg,['Engagement'],-1,-2,-3
COCO_val2014_000000078060.jpg,"['Happiness', 'Peace']",3,-3,1
COCO_val2014_000000470952.jpg,['Engagement'],2,1,1
COCO_train2014_000000267556.jpg,['Anticipation'],1,2,1
